6984850,24,24,24,24,24,1
6987053,21,29,28,16,31,2
6994192,40,28,22,34,36,2
7002112,24,23,24,24,24,1
7005948,26,27,16,27,46,2
7015737,27,27,24,30,23,2
7018267,28,18,26,30,38,1
7029227,26,22,23,25,25,1
7042874,32,29,22,28,12,1
7061868,30,26,31,33,21,2
7063123,19,16,6,16,34,2
7071734,28,7,23,32,38,1
7073679,27,24,29,29,27,1
7081341,29,30,18,27,33,1
7093691,30,27,28,32,30,2
7097333,19,26,27,23,24,1
7097489,34,34,18,24,21,1
7099099,22,14,18,14,44,2
7122037,22,31,16,30,37,1
7131266,23,26,24,23,26,1
7133888,31,44,39,34,11,1
7137008,29,24,17,36,42,1
7160888,26,21,6,17,41,2
7161209,18,32,30,31,8,2
7166288,35,42,42,42,14,1
7173558,24,37,28,30,26,2
7176840,22,17,14,19,43,2
7179651,27,25,28,27,36,1
7192043,42,31,28,31,44,2
7204437,31,28,21,27,33,1
7209883,25,30,19,35,31,2
7215019,27,30,17,30,36,2
7229018,34,31,26,35,24,1
7230370,26,31,22,22,26,1
7240524,38,25,25,21,41,1
7249706,26,24,28,28,32,1
7259493,26,32,34,34,23,1
7269388,23,24,17,28,36,2
7280672,34,32,19,21,32,2
7302164,26,28,23,23,30,1
7303788,21,21,22,21,34,2
7303797,32,20,4,20,40,1
7307318,31,26,21,23,35,1
7307369,26,30,24,23,25,1
7310846,33,32,20,33,40,2
7321161,27,31,33,35,18,1
7322804,27,17,25,30,28,1
7322901,29,29,26,22,27,2
7332896,24,24,2,18,46,1
7339089,24,25,25,22,22,1
7361284,26,26,20,27,26,1
7371502,24,24,24,24,24,1
7374460,27,19,25,26,34,2
7399852,33,24,22,30,14,1
7405826,27,22,18,33,34,1
7416082,40,29,20,31,30,2
7427242,26,30,30,25,28,1
7430281,33,31,23,37,20,1
7441416,19,29,26,29,18,1
7442575,31,31,26,28,27,2
7444281,29,42,40,39,10,1
7446709,23,32,24,21,32,2
7453727,26,12,15,26,43,1
7458524,32,22,23,27,37,2
7472097,22,32,29,32,33,2
7477264,25,40,26,31,40,2
7483582,31,26,29,36,18,1
7492624,25,32,27,38,34,2
7494913,25,34,16,21,34,2
7502527,23,27,27,23,26,1
7522171,25,25,20,31,32,2
7527215,30,19,35,23,39,2
7531892,35,22,31,33,28,1
7544817,29,11,26,31,15,1
7549378,28,27,23,28,28,1
7551635,42,28,28,16,26,1
7573217,24,22,15,30,29,2
7576562,31,29,30,27,22,1
7577968,30,28,25,24,43,2
7578189,35,45,23,19,35,2
7583832,30,27,31,35,29,2
7586568,26,24,21,23,32,1
7595091,32,31,12,24,43,1
7601232,28,31,25,22,31,1
7605932,36,35,37,36,26,2
7615486,25,25,26,25,24,1
7619336,33,26,25,29,34,2
7622329,32,23,23,32,22,2
7622376,35,18,22,16,42,2
7631127,29,22,22,28,40,2
7633050,26,27,29,28,27,2
7642114,28,22,24,22,36,2
7666871,32,16,18,21,35,1
7667101,25,24,17,24,34,2
7675572,34,40,26,22,25,1
7678989,26,20,20,28,20,2
7679188,28,20,6,20,34,1
7683963,35,26,32,36,22,2
7684479,27,26,24,28,22,1
7686267,27,28,39,32,40,2
7691280,36,14,21,23,34,2
7694227,40,26,12,4,20,1
7697548,25,36,24,27,29,2
7703649,20,25,12,25,33,1
7706836,25,28,12,22,47,2
7714352,24,28,21,25,24,2
7714413,31,20,23,34,29,2
7717761,28,28,17,28,20,1
7719882,20,16,18,27,34,2
7724926,38,18,22,35,23,1
7731031,29,37,31,26,33,1
7733158,23,29,14,22,32,1
7734883,29,34,27,26,22,1
7736873,27,32,38,38,19,2
7738805,29,29,32,26,30,1
7740478,33,37,14,26,31,1
7753789,27,27,22,29,22,1
7755012,29,24,18,26,35,1
7756749,31,32,15,33,33,2
7757045,27,24,9,20,35,1
7759945,22,16,21,28,30,1
7759958,22,30,23,27,27,1
7763232,28,31,26,28,26,1
7766055,31,12,7,37,38,2
7769031,37,21,19,20,41,1
7774681,26,31,28,33,31,1
7775477,27,32,36,22,26,2
7778641,30,27,29,37,26,2
7779009,38,38,32,25,38,2
7780880,30,23,21,22,30,2
7784328,25,22,16,20,32,1
7785060,32,37,34,26,26,1
7785208,30,25,29,25,34,2
7786267,22,28,33,38,20,1
7787941,28,29,18,24,25,1
7788615,36,28,16,28,18,2
7788843,27,33,29,35,29,2
7795411,37,45,43,41,12,1
7796035,27,16,18,28,22,2
7800612,37,38,36,42,42,2
7800714,40,18,24,19,23,1
7800719,33,18,9,26,38,2
7800829,23,30,21,24,34,2
7801499,33,23,26,21,41,2
7802086,33,15,34,27,33,2
7803518,33,29,29,38,29,2
7803871,26,26,20,24,29,2
7804493,24,26,28,26,28,2
7807001,34,26,30,28,32,2
7807477,25,29,22,28,34,2
7807612,24,33,26,27,25,1
7807920,36,31,28,34,16,1
7812535,30,30,21,27,25,2
7812632,29,25,32,30,38,1
7813933,23,26,29,30,22,1
7813947,37,26,18,31,34,1
7814259,32,35,32,36,8,1
7814306,30,26,28,29,31,1
7814345,38,16,22,31,40,2
7815118,25,35,31,28,25,2
7815921,30,23,19,30,37,2
7817600,25,26,24,27,32,1
7817867,27,29,31,34,24,1
7817986,20,27,38,31,22,1
7818540,27,35,24,23,21,1
7820112,25,17,8,18,37,1
7823599,31,24,26,39,39,2
7823676,35,27,22,21,35,1
7824198,35,22,25,35,17,1
7825564,37,29,27,32,17,2
7825672,29,22,32,34,34,2
7826609,33,31,17,22,20,2
7827445,31,10,20,26,38,2
7829399,35,38,25,27,31,1
7830074,29,21,26,32,22,2
7830948,27,26,30,26,25,1
7831930,32,31,21,25,38,2
7832009,28,13,25,29,20,2
7832961,26,30,22,20,41,1
7832981,23,26,21,28,31,1
7833328,33,22,24,24,32,1
7834018,34,33,30,30,27,2
7836068,33,24,31,33,38,2
7837440,32,21,16,28,22,1
7838565,30,27,21,28,33,1
7838740,28,19,20,32,34,2
7838751,46,26,27,15,40,1
7839476,32,26,29,28,32,1
7839895,23,22,26,26,34,1
