始める,0 : 0.6649631382227698, 0.6181487413944904, 0.6649522448378291, 0.618171353701135
始める,1 : 0.4077517494249927, 0.14154140721961156, 0.40772410838597717, 0.14152607331453745
始める,2 : 0.4313882726675121, 0.1550609413287225, 0.43136987175141317, 0.1550500884537958
始める,3 : 0.47422016530261857, 0.18187194365181233, 0.47419334487055287, 0.1818541082610806
始める,4 : 0.6868403310659984, 0.4439037455845382, 0.6868389199901019, 0.4438974837746298
ます,0 : 0.6649631382227698, 0.6181487413944904, 0.6655760479856524, 0.6168691497870684
ます,1 : 0.4077517494249927, 0.14154140721961156, 0.40800732683288726, 0.14168324001815863
ます,2 : 0.4313882726675121, 0.1550609413287225, 0.4333179787336426, 0.156202036360492
ます,3 : 0.47422016530261857, 0.18187194365181233, 0.47513027517060535, 0.18247800428024816
ます,4 : 0.6868403310659984, 0.4439037455845382, 0.6865879835808983, 0.4427949155839945
た,0 : 0.6649631382227698, 0.6181487413944904, 0.6659781362784536, 0.6160217348263194
た,1 : 0.4077517494249927, 0.14154140721961156, 0.4073580778660111, 0.1413231185515982
た,2 : 0.4313882726675121, 0.1550609413287225, 0.43131907105145406, 0.1550201289130387
た,3 : 0.47422016530261857, 0.18187194365181233, 0.47375331684530575, 0.18156169566843391
た,4 : 0.6868403310659984, 0.4439037455845382, 0.6874915262253378, 0.44687286886508126
。,0 : 0.6649631382227698, 0.6181487413944904, 0.6643238689950357, 0.6194681984196229
。,1 : 0.4077517494249927, 0.14154140721961156, 0.41241048899354693, 0.14414129265050327
。,2 : 0.4313882726675121, 0.1550609413287225, 0.4224767544966501, 0.1498661000575233
。,3 : 0.47422016530261857, 0.18187194365181233, 0.47559670561087086, 0.1827892472703953
。,4 : 0.6868403310659984, 0.4439037455845382, 0.6875607277022601, 0.4471982847596269
が,0 : 0.6649631382227698, 0.6181487413944904, 0.6648210448546457, 0.618443344064759
が,1 : 0.4077517494249927, 0.14154140721961156, 0.40909782003303363, 0.14228944343667096
が,2 : 0.4313882726675121, 0.1550609413287225, 0.4299168904730972, 0.15419478899402417
が,3 : 0.47422016530261857, 0.18187194365181233, 0.4744880943147167, 0.18205019256644495
が,4 : 0.6868403310659984, 0.4439037455845382, 0.6871317756893702, 0.44521253125459626
降りる,0 : 0.6649631382227698, 0.6181487413944904, 0.6649651836439799, 0.6181444950417848
降りる,1 : 0.4077517494249927, 0.14154140721961156, 0.40774539526108816, 0.14153788214326443
降りる,2 : 0.4313882726675121, 0.1550609413287225, 0.4313932953823212, 0.1550639038220294
降りる,3 : 0.47422016530261857, 0.18187194365181233, 0.4742201723780633, 0.18187194835711878
降りる,4 : 0.6868403310659984, 0.4439037455845382, 0.6868419139590219, 0.443910770691498
だ,0 : 0.6649631382227698, 0.6181487413944904, 0.6652730017527091, 0.6175036382197702
だ,1 : 0.4077517494249927, 0.14154140721961156, 0.40862975353864983, 0.14202904059601643
だ,2 : 0.4313882726675121, 0.1550609413287225, 0.4310898364416311, 0.15488498881383175
だ,3 : 0.47422016530261857, 0.18187194365181233, 0.4741686402036192, 0.1818376810964617
だ,4 : 0.6868403310659984, 0.4439037455845382, 0.6874132769594119, 0.446507309020613
、,0 : 0.6649631382227698, 0.6181487413944904, 0.6627231961860028, 0.6227073142863361
、,1 : 0.4077517494249927, 0.14154140721961156, 0.4059081732316808, 0.1405210266008673
、,2 : 0.4313882726675121, 0.1550609413287225, 0.42515839621205076, 0.15141655467351503
、,3 : 0.47422016530261857, 0.18187194365181233, 0.4720579818817128, 0.18043865042357896
、,4 : 0.6868403310659984, 0.4439037455845382, 0.6869811217909425, 0.44453210440119484
ん,0 : 0.6649631382227698, 0.6181487413944904, 0.66456475029492, 0.6189728035534062
ん,1 : 0.4077517494249927, 0.14154140721961156, 0.40510954104689445, 0.14008047357447
ん,2 : 0.4313882726675121, 0.1550609413287225, 0.4320307729393081, 0.15544022134227367
ん,3 : 0.47422016530261857, 0.18187194365181233, 0.4721644176159965, 0.18050899136413626
ん,4 : 0.6868403310659984, 0.4439037455845382, 0.6867198429962446, 0.4433715818037052
…,0 : 0.6649631382227698, 0.6181487413944904, 0.6617573434737012, 0.6246194116487416
…,1 : 0.4077517494249927, 0.14154140721961156, 0.4097243502874696, 0.14263849035112697
…,2 : 0.4313882726675121, 0.1550609413287225, 0.43085879459318227, 0.1547488664490833
…,3 : 0.47422016530261857, 0.18187194365181233, 0.4752109642491952, 0.18253181609094693
…,4 : 0.6868403310659984, 0.4439037455845382, 0.6854310873407108, 0.43796683679057236
は,0 : 0.6649631382227698, 0.6181487413944904, 0.6653557139636535, 0.6173308170490948
は,1 : 0.4077517494249927, 0.14154140721961156, 0.4081674211725164, 0.14177213124561508
は,2 : 0.4313882726675121, 0.1550609413287225, 0.43118166476338693, 0.15493911426069648
は,3 : 0.47422016530261857, 0.18187194365181233, 0.47369133745084835, 0.1815205390794533
は,4 : 0.6868403310659984, 0.4439037455845382, 0.6872676765516277, 0.44583371857137416
お,0 : 0.6649631382227698, 0.6181487413944904, 0.6655997448145101, 0.6168193848364344
お,1 : 0.4077517494249927, 0.14154140721961156, 0.40901417758968484, 0.14224288732149867
お,2 : 0.4313882726675121, 0.1550609413287225, 0.4315577909611791, 0.15516094830372
お,3 : 0.47422016530261857, 0.18187194365181233, 0.4754524628434454, 0.18269294968178892
お,4 : 0.6868403310659984, 0.4439037455845382, 0.6870035518719522, 0.4446328754904029
良い,0 : 0.6649631382227698, 0.6181487413944904, 0.6649119658233261, 0.618254925186039
